Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Price,Models,Dual,Features_1,Single_1,_1_1,5G,Build,Protection,NFC,Charging,Dual or Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,GPRS,EDGE,Stand-by,SAR,SAR EU,Talk time,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
lg,LG C199,https://fdn2.gsmarena.com/vv/bigpic/lg-c199.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,"2012. Released 2012, Q2",Discontinued,109.4 x 59.8 x 12.5 mm (4.31 x 2.35 x 0.49 in),92 g (3.25 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.3 inches, 16.4 cm2 (~25.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~174 ppi density)",,Mediatek MT6236,,,"microSD, up to 8 GB (dedicated slot)",78.4 MB,,,QCIF@15fps,2 MP,,Yes,Yes,GSM 850 / 900 / 1800 / 1900 - SIM 2,Wi-Fi 802.11 b/g,"2.1, EDR",No,"FM radio, RDS",2.0,,No,Black/Silver,About 70 EUR,,,,,Removable Li-Ion 1100 mAh battery,,,,,,,,,,,,,Class 12,Yes,Up to 475 h,,0.90 W/kg (head)     0.39 W/kg (body),Up to 7 h 30 min,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, Push Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,,,,,,
lg,LG T385,https://fdn2.gsmarena.com/vv/bigpic/lg-t385.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2012, March. Released 2012, Q3",Discontinued,103 x 59 x 10.7 mm (4.06 x 2.32 x 0.42 in),-,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.2 inches, 31.7 cm2 (~52.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)","50 MB, 128 MB ROM, 64 MB RAM",,,QCIF@15fps,2 MP,,Yes,Yes,No,Wi-Fi 802.11 b/g/n,"2.1, EDR",No,"Stereo FM radio, RDS",2.0,,SNS applications MP4/H.263 player MP3/AAC+ player Organizer Document viewer Voice memo Predictive text input,Black,About 60 EUR,,,,,Removable Li-Ion 950 mAh battery,,,,,,,,,,,,,Class 12,Yes,Up to 560 h,0.85 W/kg (head)     0.93 W/kg (body),0.70 W/kg (head)     0.79 W/kg (body),Up to 15 h,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,,,,,,
lg,LG T375 Cookie Smart,https://fdn2.gsmarena.com/vv/bigpic/lg-cookie-smart-t375.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"2012, May. Released 2012, Q3",Discontinued,103 x 59 x 10.7 mm (4.06 x 2.32 x 0.42 in),96 g (3.39 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.2 inches, 31.7 cm2 (~52.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)","50 MB, 128 MB ROM, 64 MB RAM",,,QCIF@15fps,2 MP,,Yes,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"Stereo FM radio, RDS",2.0,,SNS applications MP4/H.263 player MP3/AAC+ player Organizer Document viewer Voice memo Predictive text input,"White, Black, Red",About 70 EUR,,,,,Removable Li-Ion 950 mAh battery,,,,,,,,,,,,,Class 12,Yes,,0.85 W/kg (head)     0.93 W/kg (body),0.70 W/kg (head)     0.79 W/kg (body),,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,,,,,,
lg,LG Optimus Elite LS696,https://fdn2.gsmarena.com/vv/bigpic/lg-elite-ls696.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2012, May. Released 2012, May",Discontinued,117 x 63 x 10 mm (4.61 x 2.48 x 0.39 in),120 g (4.23 oz),Mini-SIM,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~49.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3.7 (Gingerbread),Qualcomm MSM8655 Snapdragon S2,800 MHz,Adreno 205,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,LED flash,Yes,"5 MP, AF",,Yes,Yes,No,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo/dial Predictive text input,"Silver, white",About 110 EUR,,,,,Removable Li-Ion 1520 mAh battery,,,,Yes,,,,,,,,,,,,,,Up to 7 h 20 min,,,,,,,,,,,,,
lg,LG T370 Cookie Smart,https://fdn2.gsmarena.com/vv/bigpic/lg-cookie-smart-t370.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"2012, May. Released 2012, July",Discontinued,103 x 59 x 10.7 mm (4.06 x 2.32 x 0.42 in),95.6 g (3.35 oz),Dual SIM (Mini-SIM),"TFT touchscreen, 256K colors","3.2 inches, 31.7 cm2 (~52.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",,,,,"microSD, up to 16 GB (dedicated slot)","50 MB, 128 MB ROM, 64 MB RAM",,,QCIF@15fps,2 MP,,Yes,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, recording",2.0,,SNS applications MP4/H.263 player MP3/AAC+ player Organizer Document viewer Voice memo Predictive text input,"Black, White, Red",About 150 EUR,,,,,Removable Li-Ion 950 mAh battery,,,,,,,,,,,,,Class 12,Yes,Up to 528 h,0.85 W/kg (head)     0.93 W/kg (body),0.72 W/kg (head),Up to 14 h 40 min,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,Yes,,,,,,,
lg,LG Optimus LTE2,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-lte2.jpg,CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900 - F160L,"HSDPA - F160S, F160K","LTE - F160S, F160K","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, May. Released 2012, August",Discontinued,134.7 x 69.5 x 8.9 mm (5.30 x 2.74 x 0.35 in),145 g (5.11 oz),Mini-SIM,"True HD-IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","16 GB, 2 GB RAM",,LED flash,1080p@30fps,"8 MP, AF",,Yes,Yes,CDMA2000 1xEV-DO - F160L,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Optimus UI v3.0,"Black, white",About 210 EUR,,,,1.3 MP,Removable Li-Ion 2150 mAh battery,,,,Yes,,,,,,,,,No,No,Up to 250 h,,,Up to 10 h,,,,,,,,,,,,,
lg,LG Optimus True HD LTE P936,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-truehd-lte-p936-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"LTE band 3(1800), 7(2600), 20(800)","HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, April. Released 2012, May",Discontinued,132.9 x 67.9 x 10.4 mm (5.23 x 2.67 x 0.41 in),135 g (4.76 oz),Mini-SIM,"True HD-IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",Android 2.3.6 (Gingerbread),Qualcomm APQ8060 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 16 GB included","4 GB, 1 GB RAM",,LED flash,1080p@30fps,"8 MP, AF",,Yes,Yes,Active noise cancellation with dedicated mic,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",TDMB TV tunner MP4/DivX/Xvid/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input (Swype),Black,About 220 EUR,,,,1.3 MP,Removable Li-Ion 1830 mAh battery,,,,,,,,,,,,,,,Up to 250 h (3G),,0.57 W/kg (head)     0.87 W/kg (body),Up to 4 h (3G),,,,,,,,,,,,,
lg,LG Xpression C395,https://fdn2.gsmarena.com/vv/bigpic/lg-xpression-c395.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,,HSPA 3.6/0.384 Mbps,"2012, April. Released 2012, April",Discontinued,108 x 54 x 17 mm (4.25 x 2.13 x 0.67 in),130 g (4.59 oz),Mini-SIM,"TFT touchscreen, 256K colors","3.0 inches, 25.6 cm2 (~43.9% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,"microSD, up to 32 GB (dedicated slot)",50 MB,,,Yes,2 MP,,Yes,Yes,No,No,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,,MP4/H.263 player MP3/WAV/eAAC+ player Document viewer Organizer Voice memo Predictive text input,Black/Red,About 70 EUR,,,,,Removable Li-Ion 1000 mAh battery,,,,,,,,,,,,,,,Up to 240 h,1.21 W/kg (head)     1.28 W/kg (body),,Up to 3 h 20 min,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Yes + downloadable,No,QWERTY,,,,,,
lg,LG Lucid 4G VS840,https://fdn2.gsmarena.com/vv/bigpic/lg-lucid-4g.jpg,CDMA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,LTE band 13(700),"EV-DO Rev.A 3.1 Mbps, LTE","2012, March. Released 2012, April",Discontinued,119.1 x 62.2 x 11.4 mm (4.69 x 2.45 x 0.45 in),142 g (5.01 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~61.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.3.6 (Gingerbread), upgradable to 4.0.4 (Ice Cream Sandwich)",Qualcomm Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",,LED flash,1080p@30fps,"5 MP, AF",,Yes,Yes,MP4/DivX/Xvid/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document editor Video editor Organizer Voice memo/dial/commands Predictive text input (Swype),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","3.0, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1700 mAh battery,Black,About 200 EUR,,,,VGA,,,,Corning Gorilla Glass,,,,,,,,,,,,Up to 350 h,1.14 W/kg (head)     1.17 W/kg (body),,Up to 8 h,,,,,,,,,,,,,
lg,LG Optimus M+ MS695,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-m-plus.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"CDMA2000 1x, 153 Kbps","2012, March. Released 2012, April",Discontinued,113.8 x 62.7 x 9.9 mm (4.48 x 2.47 x 0.39 in),119 g (4.20 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),Qualcomm MSM7627A Snapdragon S1,800 MHz Cortex A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",,LED flash,480p,"5 MP, AF",,Yes,Yes,No,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",DivX/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo/dial/commands Predictive text input (Swype),Black,About 100 EUR,,,,,Removable Li-Ion 1300 mAh battery,,,,,,,,,,,,,,,Up to 250 h,1.11 W/kg (head)     0.71 W/kg (body),,Up to 4 h,,,,,,,,,,,,,
lg,LG Optimus 4X HD P880,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-4g-hd-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, June",Discontinued,132.4 x 68.1 x 8.9 mm (5.21 x 2.68 x 0.35 in),133 g (4.69 oz),Mini-SIM,"True HD-IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~67.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz Cortex-A9,ULP GeForce,"microSD, up to 64 GB (dedicated slot)","16 GB (12 GB user available), 1 GB RAM",,LED flash,1080p@30fps,"8 MP, AF",,Yes,Yes,Optimus UI v3.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS",Stereo FM,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Active noise cancellation with dedicated mic,"Black, White",About 220 EUR,,,,1.3 MP,Removable Li-Ion 2150 mAh battery,,,Corning Gorilla Glass,Yes,,,,Contrast ratio: 1102:1 (nominal) / 1.691:1 (sunlight),Photo / Video,,Noise -74.8dB / Crosstalk -81.6dB,Endurance rating 40h,,,Up to 730 h (2G) / Up to 686 h (3G),0.51 W/kg (head)     0.74 W/kg (body),0.62 W/kg (head)     0.37 W/kg (body),Up to 9 h 20 min (2G) / Up to 10 h 50 min (3G),,,,,,,,,,,,,
lg,LG Optimus 3D Max P720,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-3d-max.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, May",Discontinued,126.8 x 67.4 x 9.6 mm (4.99 x 2.65 x 0.38 in),148 g (5.22 oz),Mini-SIM,"3D LCD capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","8 GB (5.3 GB user available), 1 GB RAM",,LED flash,"1080p@30fps (2D), 720p@30fps (3D)","5 MP, AF 5 MP, AF",,Yes,Yes,LG 3D UI,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass","MP4/DivX/XviD/H.264/WMV player MP3/WAV/WMA/eAAC+ player 3D/2D image/video editor HD Converter (games, apps) 2D to 3D apps converter Document viewer/editor Organizer Voice memo/dial/commands Predictive text input",Black,About 230 EUR,,,,VGA,Removable Li-Ion 1520 mAh battery,,,Corning Gorilla Glass 2,Yes,,,,Contrast ratio: 1002:1 (nominal) / 1.658:1 (sunlight),Photo / Video,Voice 69dB / Noise 66dB / Ring 81dB,Noise -89.1dB / Crosstalk -83.2dB,Endurance rating 34h,,,Up to 450 h,,,Up to 8 h,,,,,,,,,,,,,
lg,LG Optimus 3D Cube SU870,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-3d-2.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, Q3",Discontinued,126.8 x 67.4 x 9.6 mm (4.99 x 2.65 x 0.38 in),148 g (4.94 oz),Mini-SIM,"3D IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,Dual-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",,LED flash,"1080p@30fps (2D), 720p@30fps (3D)","5 MP, AF 5 MP, AF",,Yes,Yes,LG 3D UI,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",TDMB TV MP4/DivX/XviD/H.264/WMV player MP3/WAV/WMA/eAAC+ player 3D/2D image/video editor Document viewer/editor Organizer Voice memo/dial/commands Predictive text input,"Black, White",About 210 EUR,,,,VGA,Removable Li-Ion 1520 mAh battery,,,,Yes,,,,,,,,,Yes,Yes,Up to 333 h,,,Up to 5 h 50 min,,,,,,,,,,,,,
lg,LG Optimus L7 P700,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-l7-p700-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, May",Discontinued,125.5 x 67 x 8.7 mm (4.94 x 2.64 x 0.34 in),122 g (4.30 oz),Mini-SIM,"IPS LCD, capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~62.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.0.3 (Ice Cream Sandwich),Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (2.4 GB user available), 512 MB RAM",,LED flash,480p@30fps,"5 MP, AF",,Yes,Yes,Dolby mobile Active noise cancellation with dedicated mic,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",DivX/Xvid/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document editor Organizer Voice memo/dial/commands Predictive text input,"Black, White",About 120 EUR,P705,,,Yes,Removable Li-Ion 1700 mAh battery,,,Corning Gorilla Glass,Yes,,,,Contrast ratio: 1102:1 (nominal) / 1.269:1 (sunlight),Photo,Voice 66dB / Noise 66dB / Ring 75dB,Noise -85.2dB / Crosstalk -84.3dB,,,,Up to 550 h,0.44 W/kg (head)     0.57 W/kg (body),0.76 W/kg (head)     0.53 W/kg (body),Up to 6 h,,,,,,,,,,,,,
lg,LG Optimus L5 E610,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-l5-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2012, February. Released 2012, June",Discontinued,118.3 x 66.5 x 9.5 mm (4.66 x 2.62 x 0.37 in),125 g (4.41 oz),Mini-SIM,"Capacitive touchscreen, 16M colors","4.0 inches, 47.6 cm2 (~60.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (2.5 GB user available), 512 MB RAM",,LED flash,480p@30fps,"5 MP, AF",,Yes,Yes,No,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",MP4/DivX/Xvid/H.264 player MP3/WAV/eAAC+ player Document viewer Organizer Voice memo/dial Predictive text input,"Black, White",About 120 EUR,,,,,Removable Li-Ion 1500 mAh battery,,,,Yes,,,,,,,,,,,Up to 900 h (2G) / Up to 900 h (3G),0.74 W/kg (head)     0.85 W/kg (body),0.90 W/kg (head)     0.64 W/kg (body),Up to 10 h (2G) / Up to 9 h 20 min (3G),,,,,,,,,,,,,
lg,LG Optimus Vu F100S,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-vu.jpg,CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,LTE 800,"HSPA, LTE, EV-DO Rev. A 3.1 Mbps","2012, February. Released 2012, March",Discontinued,139.6 x 90.4 x 8.5 mm (5.50 x 3.56 x 0.33 in),168 g (5.93 oz),Micro-SIM,"HD-IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 77.4 cm2 (~61.3% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~256 ppi density)","Android 2.3.5 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,No,"32 GB, 1 GB RAM",,LED flash,1080p@30fps,"8 MP, AF",,Yes,Yes,HSDPA 2100,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Dolby mobile Active noise cancellation with dedicated mic,"Black, White",About 240 EUR,,,,1.3 MP,Non-removable Li-Ion 2080 mAh battery,,,,Yes,,,,Contrast ratio: 890:1 (nominal) / 1.680:1 (sunlight),Photo / Video,Voice 66dB / Noise 66dB / Ring 80dB,Noise -87.0dB / Crosstalk -83.7dB,Endurance rating 37h,,,Up to 270 h,,,Up to 6 h,,,,,,,,,,,,,
lg,LG Optimus LTE Tag,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-lte-tag.jpg,CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,LTE 800,"HSPA, LTE, EV-DO Rev. A 3.1 Mbps","2012, February. Released 2012, Q3",Discontinued,126.5 x 67.9 x 9.5 mm (4.98 x 2.67 x 0.37 in),141.7 (4.97 oz),Mini-SIM,"HD-IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,Dual-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",,LED flash,Yes,"5 MP, AF",,Yes,Yes,HSDPA 2100,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Dolby mobile Active noise cancellation with dedicated mic,"Black, White",About 130 EUR,,,,1.3 MP,Removable Li-Ion 1700 mAh battery,,,,Yes,,,,,,,,,,,Up to 300 h,,,Up to 5 h,,,,,,,,,,,,,
lg,LG Optimus L3 E400,https://fdn2.gsmarena.com/vv/bigpic/LG-E400-Optimus-L3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,"2012, January. Released 2012, February",Discontinued,102.6 x 61.6 x 11.9 mm (4.04 x 2.43 x 0.47 in),110 g (3.88 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.2 inches, 31.7 cm2 (~50.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",Android 2.3.6 (Gingerbread),,800 MHz,Adreno 200,"microSD, up to 32 GB (dedicated slot)","1 GB, 384 MB RAM",,,480p@24fps,3.15 MP,,Yes,Yes,No,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo Predictive text input,"Black, White",About 70 EUR,E400,,,,Removable Li-Ion 1500 mAh battery,,,,,,,,,,,,,,,Up to 600 h (2G) / Up to 600 h (3G),,1.10 W/kg (head)     0.52 W/kg (body),Up to 12 h 30 min (2G) / Up to 10 h (3G),,,,,,,,,,,,,
lg,LG Optimus Pad LTE,https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-pad-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,LTE 800,"HSPA, LTE","2012, January. Released 2012, Q4",Discontinued,245 x 151.4 x 9.3 mm (9.65 x 5.96 x 0.37 in),497 g (1.10 lb),Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.9 inches, 225.5 cm2 (~60.8% screen-to-body ratio)","768 x 1280 pixels, 5:3 ratio (~168 ppi density)",Android 3.2 (Honeycomb),Qualcomm,Dual-core 1.5 GHz,,"SD/microSD, up to 32 GB (dedicated slot)",32 GB,,,1080p@30fps,"8 MP, AF",,"Yes, with stereo speakers",Yes,HDMI port MP4/DivX/XviD/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo Predictive text input,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 6800 mAh battery,Black,About 160 EUR,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lg,LG Rumor Reflex  LN272,https://fdn2.gsmarena.com/vv/bigpic/lg-rumor-reflex.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2012, March. Released 2012, March",Discontinued,107 x 53 x 15.2 mm (4.21 x 2.09 x 0.60 in),133 g (4.69 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.0 inches, 25.6 cm2 (~45.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,480 MHz,,"microSD, up to 32 GB (dedicated slot)","480 MB, 256 MB RAM",,,320p,2 MP,,Yes,Yes,No,No,"3.0, A2DP","Yes, with A-GPS",,microUSB 2.0,,SNS applications MP4/H.264 player MP3/WMA/eAAC+ player Document viewer Organizer Voice memo/dial Predictive text input,Titan Grey,About 150 EUR,,,,,Removable Li-Ion 1000 mAh battery,,,,,,,,,,,,,,,,,,Up to 5 h 20 min,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes,No,QWERTY,,,,,,
