Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Charging,Colors,Price,Performance,Loudspeaker_1,Battery life,Dual,Models,Display,Camera,Audio quality,Dual_1,Talk time,SAR,Stand-by,Infrared port,SAR EU,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,Triple
motorola,Motorola C118,https://cdn2.gsmarena.com/vv/bigpic/motorola-c118.gif,GSM,GSM 900 / 1800,Screensaver,,,,"2005, Q3",Discontinued,"101.3 x 45.7 x 21.5 mm, 74 cc (3.99 x 1.80 x 0.85 in)",86 g (3.03 oz),,Mini-SIM,No,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",,,,,,No,,,,,,,,No,No,Removable Li-Ion 920 mAh battery,No,No,No,,No,,,,,About 40 EUR,,,,,,,,,,Up to 11 h 40 min,,Up to 450 h,,,No,No,,SIM based only,"10 dialed, 10 received, 10 missed calls",SMS,Yes - Football,No,,,"Vibration; Monophonic ringtones, composer",,,,
motorola,Motorola C117,https://cdn2.gsmarena.com/vv/bigpic/motorola-c117.gif,GSM,GSM 900 / 1800,Screensaver 5-way navigation key,,,,"2005, Q3",Discontinued,"107 x 45 x 19.5 mm, 73 cc (4.21 x 1.77 x 0.77 in)",84 g (2.96 oz),,Mini-SIM,No,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",,,,,,No,,,,,,,,No,No,Removable Li-Ion battery,No,No,No,,No,No,,,"Shadow Anthracite, Cosmic Universe Blue",,,,,,,,,,,Up to 7 h,,Up to 300 h,,,No,No,,SIM based only,"10 dialed, 10 received, 10 missed calls",SMS,"Chess, Small Bee, Spring Ball",No,,,Vibration; Monophonic ringtones,,,,
motorola,Motorola C113a,https://cdn2.gsmarena.com/vv/bigpic/motorola-c113a.gif,GSM,GSM 900 / 1800,Screensaver analog clock,,,,"2005, Q3",Discontinued,"101.3 x 45.7 x 21.5 mm, 74 cc (3.99 x 1.80 x 0.85 in)",86 g (3.03 oz),,Mini-SIM,No,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",,,,,,No,,,,,,,,No,No,Removable Li-Ion 920 mAh battery,No,No,No,,No,No,,,Black,,,,,,,,,,,Up to 11 h 40 min,,Up to 450 h,,,No,No,,SIM based only,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,,,"Vibration; Monophonic ringtones, composer",,,,
motorola,Motorola C113,https://cdn2.gsmarena.com/vv/bigpic/motorola-c113.gif,GSM,GSM 900 / 1800,No,,,,"2005, Q3",Discontinued,"101 x 45.7 x 21.5 mm, 72 cc (3.98 x 1.80 x 0.85 in)",86 g (3.03 oz),,Mini-SIM,iTap Currency converter Calculator Stopwatch,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",,,,,,No,,,,,,,,No,No,Removable Li-Ion 920 mAh battery,No,No,No,,No,No,,,Black,About 30 EUR,,,,,,,,,,Up to 10 h,,Up to 450 h,,,No,No,,SIM based only,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,,,"Vibration; Monophonic ringtones, composer",,,,
motorola,Motorola C390,https://cdn2.gsmarena.com/vv/bigpic/motorola-c390.gif,GSM,GSM 900 / 1800 / 1900,Screensavers and wallpapers Downloadable logos,,,,"2004, Q4",Discontinued,"107 x 44 x 20.9 mm, 80 cc (4.21 x 1.73 x 0.82 in)",91 g (3.21 oz),,Mini-SIM,No,"CSTN, 65K colors",,"128 x 128 pixels, 5 lines, 1:1 ratio",,,,,,No,1.8 MB,,,,,,,Yes,No,Removable Li-Ion 820 mAh battery,No,1.1,No,,No,Proprietary,,,"Dark Blue Green Soft Feel, Dark Roast Black",,,,,,,,,,,Up to 5 h 50 min,,Up to 275 h,,,Class 10,No,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail","Football, Keepy Uppy + downloadable","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola E680i,https://cdn2.gsmarena.com/vv/bigpic/motorola-e680i.gif,GSM,GSM 900 / 1800 / 1900,8-way navi key Downloadable logos,,,,"2005, March",Discontinued,"109 x 53.8 x 20.5 mm, 105 cc (4.29 x 2.12 x 0.81 in)",133 g (4.69 oz),,Mini-SIM,No,"TFT resistive touchscreen, 65K colors","2.5 inches, 38 x 50 mm, 19.4 cm2 (~33.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~160 ppi density)",,Linux,,Intel XScale 300 MHz,,"MMC/SD, up to 2 GB",50 MB,VGA,,Yes,,,,"Yes, with stereo speakers",No,Removable Li-Ion battery,No,"1.1, A2DP",No,,FM radio,Proprietary,,,,,,,,,,,,,,Up to 3 h,,Up to 180 h,,,Class 10,No,,,,,,,,WAP 2.0/xHTML,"Vibration; Polyphonic, MP3 ringtones",,,,
motorola,Motorola V560,https://cdn2.gsmarena.com/vv/bigpic/mov560.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Downloadable wallpapers, screensavers",,,,"2005, Q1",Cancelled,,,,Mini-SIM,No,,,,,,,,,No,5 MB,VGA,,No,,,,Yes,No,Removable Li-Ion battery,No,1.1,No,,No,,,,,,,,,,,,,,,,,,,,Class 10,No,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, EMail, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
motorola,Motorola V557,https://cdn2.gsmarena.com/vv/bigpic/motorola-v557.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second external OLED display (96 x 32 pixels) Downloadable screensavers, wallpapers",,,,"2005, Q1",Discontinued,87 x 47 x 23 mm (3.43 x 1.85 x 0.91 in),95 g (3.35 oz),,Mini-SIM,No,"TFT, 256K colors",,176 x 220 pixels,,,,,,No,5 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 700 mAh battery,No,1.1,No,,No,,,,Silver,,,,,,,,,,,Up to 6 h,,Up to 200 h,,,Class 10,Yes,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola V361,https://cdn2.gsmarena.com/vv/bigpic/motorola-v361.gif,GSM,GSM 900 / 1800 / 1900,"Second external grayscale display (96 x 80 pixels) Downloadable wallpapers, screensavers",,,,"2005, Q1",Discontinued,90 x 47 x 24 mm (3.54 x 1.85 x 0.94 in),104 g (3.67 oz),,Mini-SIM,No,"TFT, 256K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~26.9% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,"microSD, up to 512 MB (dedicated slot)",5 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 810 mAh battery,No,1.2,No,,No,miniUSB,,,Black,,,,,,,,,,,Up to 7 h 30 min,,Up to 240 h,,,Class 8,Yes,,"500 entries, Photocall","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,,,
motorola,Motorola V360,https://cdn2.gsmarena.com/vv/bigpic/motorola-v360.gif,GSM,GSM 900 / 1800 / 1900,GSM 850 / 1800 / 1900 - US version,,,,"2005, Q1",Discontinued,90 x 47 x 24 mm (3.54 x 1.85 x 0.94 in),104 g (3.67 oz),,Mini-SIM,"Second external grayscale display (96 x 80 pixels) Downloadable wallpapers, screensavers","TFT, 256K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~26.9% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,"microSD, up to 512 MB (dedicated slot)",5 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 810 mAh battery,No,1.2,No,,No,miniUSB,,,Silver,About 80 EUR,,,,,,,,,,Up to 7 h 30 min,,Up to 240 h,,,Class 10,Class 10,,"1000 x 10 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,,,
motorola,Motorola L6,https://cdn2.gsmarena.com/vv/bigpic/motorola-v280.gif,GSM,GSM 900 / 1800 / 1900,GSM 850 / 900 / 1800 / 1900 - US version,,,,"2005, Q1",Discontinued,"113 x 49 x 10.9 mm, 56 cc (4.45 x 1.93 x 0.43 in)",86 g (3.03 oz),,Mini-SIM,"Downloadable screensavers, wallpapers","CSTN, 65K colors","2.0 inches, 12.6 cm2 (~22.7% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),Scratch-resistant glass,,,,,No,10 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 820 mAh battery,No,1.2,No,,No,miniUSB,,,Silver,About 70 EUR,,,,,,,,,,Up to 5 h 50 min,,Up to 345 h,,,Class 10,No,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
motorola,Motorola L2,https://cdn2.gsmarena.com/vv/bigpic/motorola-v270.gif,GSM,GSM 900 / 1800 / 1900,"Screensavers Downloadable screensavers, wallpapers",,,,"2005, Q1",Discontinued,113 x 49 x 11 mm (4.45 x 1.93 x 0.43 in),86 g (3.03 oz),,Mini-SIM,No,"CSTN, 65K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~18.4% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,No,10 MB,,,,,,,No,No,Removable Li-Ion 820 mAh battery,No,1.2,No,,No,Proprietary,,,Diamond Dust,,,,,,,,,,,Up to 4 h,,Up to 310 h,,,Class 10,No,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola V235,https://cdn2.gsmarena.com/vv/bigpic/motorola-v235.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second external mono display (96 x 32 pixels)  Downloadable wallpapers, screensavers",,,,"2005, Q1",Discontinued,85.9 x 46.8 x 24.7 mm (3.38 x 1.84 x 0.97 in),102 g (3.60 oz),,Mini-SIM,No,"CSTN, 65K colors",,128 x 160 pixels,,,,,,No,9 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 810 mAh battery,No,No,No,,No,miniUSB,,,Silver,,,,,,,,,,,Up to 7 h 30 min,,Up to 260 h,,,Class 10,Class 10,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,
motorola,Motorola V230,https://cdn2.gsmarena.com/vv/bigpic/motorola-v230.gif,GSM,GSM 900 / 1800 / 1900,Second external display (96 x 32 pixels) Downloadable screensavers,,,,"2005, Q1",Discontinued,86.3 x 47 x 24.4 mm (3.40 x 1.85 x 0.96 in),96 g (3.39 oz),,Mini-SIM,No,"STN, 65K colors",,128 x 160 pixels,,,,,,No,10 MB,,,,,,,Yes,No,Removable Li-Ion 810 mAh battery,No,No,No,,No,miniUSB,,,Black,,,,,,,,,,,Up to 5 h,,Up to 260 h,,,Class 10,Yes,,1000 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Instant Messaging",Yes+ downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,
motorola,Motorola V186,https://cdn2.gsmarena.com/vv/bigpic/motorola-v186.gif,GSM,GSM 850 / 900 / 1800 / 1900,Second external B/W display 96 x 32 pixels   Screensavers and wallpapers Downloadable logos,,,,"2005, Q1",Discontinued,86.5 x 44.5 x 25 mm (3.41 x 1.75 x 0.98 in),92 g (3.25 oz),,Mini-SIM,No,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,,No,1.5 MB,,,,,,,Yes,No,Removable Li-Ion 600 mAh battery,No,No,No,,No,miniUSB,,,,,,,,,,,,,,Up to 4 h 15 min,,Up to 280 h,,,Class 10,Class 10,,1000 entries,"10 dialed, 10 received, 10 missed calls","SMS, MMS, Instant Messaging",Yes + Java downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola V176,https://cdn2.gsmarena.com/vv/bigpic/motorola-v176.gif,GSM,GSM 900 / 1800,GSM 850 / 1900 - US version,,,,"2005, Q1",Discontinued,,,,Mini-SIM,"Screensavers Downloadable screensavers, wallpapers","CSTN, 65K colors",,128 x 160 pixels,,,,,,No,3 MB,,,,,,,Yes,No,Removable Li-Ion 720 mAh battery,No,No,No,,No,Proprietary,,,,,,,,,,,,,,Up to 7 h,,Up to 250 h,,,Class 8,No,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Instant Messaging",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola E378i,https://cdn2.gsmarena.com/vv/bigpic/motorola-e378i.gif,GSM,GSM 900 / 1800 / 1900,No,,,,"2005, Q1",Discontinued,"111 x 47 x 22 mm, 82 cc (4.37 x 1.85 x 0.87 in)",102 g (3.60 oz),,Mini-SIM,MP3/MP4 player iTAP Voice memo Organizer,"TFT, 65K colors",,176 x 220 pixels,,,,,,No,5 MB,VGA,,No,,,,No,No,Removable Li-Ion 820 mAh battery,No,No,No,,No,Proprietary,,,Black,,,,,,,,,,,Up to 7 h 30 min,,Up to 280 h,,,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, EMail",Yes + downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, iMode","Vibration; Downloadable polyphonic, MP3 ringtones",,,,
motorola,Motorola V635,https://cdn2.gsmarena.com/vv/bigpic/mov635.gif,GSM,GSM 850 / 900 / 1800 / 1900,Second external 4096 colors CSTN display (96 x 80 pixels) Downloadable screensavers,,,,"2004, Q4",Discontinued,"89 x 49 x 25 mm, 85 cc (3.50 x 1.93 x 0.98 in)",124 g (4.37 oz),,Mini-SIM,No,"TFT, 256K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~26.1% screen-to-body ratio)","176 x 220 pixels, 8 lines (~148 ppi density)",,,,,,"microSD, up to 1 GB (dedicated slot)",5 MB,1.23 MP,LED flash,Yes,,,,Yes,No,Removable Li-Ion battery,No,1.1,No,,No,Proprietary,,,"Crystal Silver, Black",,,,,,,,,,,Up to  8 h,,Up to 200 h,,,Class 10,Class 4,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail, Instant Messaging","2 - TopGun, Golf + downloadable",Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones, composer",,,,
motorola,Motorola A668,https://cdn2.gsmarena.com/vv/bigpic/moa668.gif,GSM,GSM 900 / 1800 / 1900,"Second external display 96 x 64 pixels Fingerwriting recognition Downloadable screensavers, wallpapers",,,,"2004, Q4",Discontinued,92 x 44 x 23 mm (3.62 x 1.73 x 0.91 in),90 g (3.17 oz),,Mini-SIM,No,"TFT resistive touchscreen, 256K colors",,128 x 160 pixels,,,,,,No,,1.3 MP,LED flash,Yes,,,,No,No,Removable Li-Ion 810 mAh battery,No,No,No,,No,Proprietary,,,"Silver, Black",,,,,,,,,,,Up to 2h 30 min,,Up to 230 h,,,Yes,No,,"400 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, EMail, Instant Messaging",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,,
motorola,Motorola V980,https://cdn2.gsmarena.com/vv/bigpic/mov980.gif,GSM / UMTS,GSM 900 / 1800 / 1900,"Second external CSTN display (96 x 80 pixels), 4K colors  Screensaver, wallpapers Downloadable screensavers, wallpapers",UMTS 2100,,"Yes, 384 kbps","2004, Q3",Discontinued,"94 x 49 x 27 mm, 105 cc (3.70 x 1.93 x 1.06 in)",137 g (4.83 oz),,Mini-SIM,MP3/MP4 player Organizer Predictive text input Voice dial,"TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~24.7% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,microSD (dedicated slot),2 MB,VGA,LED flash,Yes,Yes,,,Yes,No,Removable Li-Ion 820 mAh battery (BA685),No,No,No,,No,Proprietary,,,Black,,,,,,,,,,,Up to 2 h,,Up to 145 h,,,,,,Photo call,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail, Instant Messaging",Yes + Java downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,
motorola,Motorola C980,https://cdn2.gsmarena.com/vv/bigpic/moc980.gif,GSM / UMTS,GSM 900 / 1800 / 1900,"Screensaver, wallpapers Downloadable screensavers",UMTS 2100,,"Yes, 384 kbps","2004, Q3",Discontinued,114 x 53 x 24.5 mm (4.49 x 2.09 x 0.96 in),139 g (4.90 oz),,Mini-SIM,MP3/MP4 player Organizer Photo editor Predictive text input,"TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~18.8% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,microSD (dedicated slot),4.4 MB,VGA,,Yes,Yes,,,Yes,No,Removable Li-Ion 820 mAh battery,No,No,No,,No,Proprietary,,,,,,,,,,,,,,Up to 1 h 30 min,,Up to 240 h,,,,,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, EMail, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola V535,https://cdn2.gsmarena.com/vv/bigpic/moe550.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second external mono display (96 x 32 pixels) Downloadable screensavers, wallpapers",,,,"2004, Q3",Discontinued,"89 x 49 x 25 mm, 85 cc (3.50 x 1.93 x 0.98 in)",122 g (4.30 oz),,Mini-SIM,No,"TFT, 65K colors",,176 x 220 pixels,,,,,,No,5 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 820 mAh battery (BA620),No,1.1,No,,No,,,,Matte Black,,,,,,,,,,,Up to 2 h,,Up to 450 h,,,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Wakeborder + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola V547,https://cdn2.gsmarena.com/vv/bigpic/motorola-v547.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second external mono OLED display (96 x 32 pixels) Downloadable screensavers, wallpapers",,,,"2004, Q3",Discontinued,"89 x 49 x 24.6 mm, 86 cc (3.50 x 1.93 x 0.97 in)",114 g (4.02 oz),,Mini-SIM,No,"TFT, 65K colors",,176 x 220 pixels,,,,,,No,5 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 820 mAh battery (BA620),No,1.1,No,,No,,,,Grey-Black Silver,,,,,,,,,,,Up to 2 h,,Up to 140 h,,,Class 10,Yes,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola E375,https://cdn2.gsmarena.com/vv/bigpic/moe375.gif,GSM,GSM 900 / 1800 / 1900,No,,,,"2004, Q4",Discontinued,"111 x 47 x 22 mm, 85 cc (4.37 x 1.85 x 0.87 in)",102 g (3.60 oz),,Mini-SIM,iTAP Organizer,"TFT, 65K colors",,176 x 220 pixels,,,,,,No,5 MB,VGA,,Yes,,,,No,No,Removable Li-Ion battery,No,No,No,,No,Proprietary,,,"Retro red, Fog blue",,,,,,,,,,,Up to 5 h 20 min,,Up to 180 h,,,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
motorola,Motorola RAZR V3,https://cdn2.gsmarena.com/vv/bigpic/mov3.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second CSTN display (96 x 80 pixels), 4096 colors Anodized aluminum case Downloadable logos",,,,"2004, Q3",Discontinued,"98 x 53 x 13.9 mm, 65 cc (3.86 x 2.09 x 0.55 in)",95 g (3.35 oz),,Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.2 cm2 (~29.3% screen-to-body ratio)","176 x 220 pixels, 9 lines (~128 ppi density)",,,,,,No,5.5 MB,VGA,,Yes,,,,Yes,No,Removable Li-Ion 680 mAh battery (BA700),No,1.2,No,,No,miniUSB,,,"Silver, Black (Special Edition)",About 100 EUR,,,,,,,,,,Up to 7 h,,Up to 280 h,,,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email,  Instant Messaging","Skipping Stones, Golf, Billiards + downloadable","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,
motorola,Motorola A780,https://cdn2.gsmarena.com/vv/bigpic/moa780.gif,GSM,GSM 850 / 900 / 1800 / 1900,Handwriting recognition,,,,"2004, Q3",Discontinued,"106 x 53 x 24 mm, 106 cc (4.17 x 2.09 x 0.94 in)",141 g (4.97 oz),,Mini-SIM,No,"TFT resistive touchscreen, 65K colors","2.5 inches, 38 x 50 mm, 19.4 cm2 (~34.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~160 ppi density)",,Linux,,312 MHz,,microSD (dedicated slot),48 MB,1.3 MP,,Yes,,,,Yes,No,Removable Li-Ion 780 mAh battery,No,1.1,Yes,,No,Proprietary,,,,,,,,,,,,,,3 h - 6 h,,110 h - 180 h,,,Class 10,Yes,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,,
motorola,Motorola Droid Bionic Targa,https://cdn2.gsmarena.com/vv/bigpic/motorola-droid-bionic-targa.jpg,CDMA / EVDO / LTE,CDMA 800 / 1900,Active noise cancellation with dedicated mic,CDMA2000 1xEV-DO,LTE 700,"EV-DO Rev.A 3.1 Mbps, LTE",Not officially announced yet,Discontinued,-,-,,Mini-SIM,HDMI port MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input (Swype),"Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 2.3 (Gingerbread),,Dual-core 1.0 GHz,,"microSD, up to 32 GB (dedicated slot)",,"8 MP, AF",Dual-LED flash,Yes,Yes,,,Yes,Yes,Removable Li-Po 1750 mAh battery,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,,microUSB 2.0,"Accelerometer, proximity, compass",,Black,,,,,,,,,,,,,,,,,,,,,,,,,"HTML, Adobe Flash",,,,,
motorola,Motorola Droid XTreme,https://cdn2.gsmarena.com/vv/bigpic/motorola-shadow.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,MP3/eAAC+/WAV player MP4/H.264 player HDMI port Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,HSDPA 850 / 1900 / 2100,,HSPA,Not officially announced yet,Cancelled,-,-,,Mini-SIM,Removable Li-Po battery,"TFT capacitive touchscreen, 256K colors","4.1 inches, 46.3 cm2","480 x 854 pixels, 16:9 ratio (~239 ppi density)",Corning Gorilla Glass,Android 2.2 (Froyo),TI OMAP 3630,720 MHz Cortex-A8,PowerVR SGX530,"microSD, up to 32 GB (dedicated slot)","8 GB, 512 MB RAM","8 MP, AF",Dual-LED flash,720p,Yes,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,Black,,,,,,,,,,,,0.76 W/kg (head)     1.38 W/kg (body),,,,,,QWERTY,,,,,,,"HTML, Adobe Flash",,,,,
motorola,Motorola V975,https://cdn2.gsmarena.com/vv/bigpic/mov975.gif,GSM / UMTS,GSM 900 / 1800 / 1900,"Second external STN, 4096 colors display (96 x 80 pixels) Downloadable pictures",UMTS 2100,,"Yes, 384 kbps","2004, Q3",Discontinued,"94 x 49 x 27 mm, 105 cc (3.70 x 1.93 x 1.06 in)",137 g (4.83 oz),,Mini-SIM,"MP4, WMV player MP3, AAC, AMR audio player  Predictive text input Organizer SyncML","TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~24.7% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,microSD (dedicated slot),16 MB,VGA,,Yes,Yes,,,No,No,Removable Li-Ion 930 mAh battery,No,No,No,,No,Proprietary,,,Silver,,,,,,,,,,,Up to 2 h,,Up to 150 h,,,,,,1000 entries,Yes,"SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,
motorola,Motorola C975,https://cdn2.gsmarena.com/vv/bigpic/moc975.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Downloadable pictures,UMTS 2100,,"Yes, 384 kbps","2004, Q3",Discontinued,"114 x 53 x 24 mm, 112 cc (4.49 x 2.09 x 0.94 in)",139 g (4.90 oz),,Mini-SIM,"MP4, WMV player MP3, AAC, AMR audio player  Predictive text input Organizer","TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~18.8% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,,microSD (dedicated slot),3.7 MB,VGA,,Yes,Yes,,,Yes,No,Removable Li-Ion 820 mAh battery (BA620),No,No,No,,No,Proprietary,,,,,,,,,,,,,,Up to 2 h,,Up to 140 h,,,,,,"1000 entries, Photo call","100 dialed, 100 received, 100 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Java downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,
