Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Charging,Colors,Price,Performance,Loudspeaker_1,Battery life,Dual,Models,Display,Camera,Audio quality,Dual_1,Talk time,SAR,Stand-by,Infrared port,SAR EU,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,Triple
motorola,Motorola Moto G6 Play,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-play-r1.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),CDMA 800 / 1900 - USA,"HSDPA 850 / 900 / 1900 / 2100 - Europe, Brazil","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600) - Europe","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, April","Available. Released 2018, May",154.4 x 72.2 x 9 mm (6.08 x 2.84 x 0.35 in),175 g (6.17 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Corning Gorilla Glass (unspecified version),"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm MSM8937 Snapdragon 430 (28 nm)Qualcomm MSM8920 Snapdragon 427 (28 nm) - USA,Octa-core 1.4 GHz Cortex-A53Quad-core 1.4 GHz Cortex-A53 - USA,Adreno 505Adreno 308 - USA,"microSD, up to 256 GB","32 GB, 3 RAM or 16 GB, 2 GB RAM","13 MP, f/2.0, 1.12µm, PDAF","LED flash, HDR, panorama",1080p@30fps,5 MP (USA) 8 MP (other markets),LED flash,1080p@30fps,Yes,Yes,Non-removable Li-Ion 4000 mAh battery,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspotWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot - USA","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS",Yes (Europe),FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Fast battery charging 10W or 15W,"Deep Indigo, Silver, Flash Gray, Gold",About 150 EUR,Basemark OS II: 994 / Basemark OS II 2.0: 922Basemark X: 7620,Voice 66dB / Noise 70dB / Ring 76dB,Endurance rating 92h,,"moto g(6) play, XT1922-1, XT1922-2, XT1922-3, XT1922-4, XT1922-5, XT1922-10","Contrast ratio: 1404 (nominal), 3.419 (sunlight)",Photo / Video,Noise -89.0dB / Crosstalk -87.3dB,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola P30,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-p30-r.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),CDMA 1900 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, August","Available. Released 2018, September",155.5 x 76 x 7.7 mm (6.12 x 2.99 x 0.30 in),170 g (6.00 oz),,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Splash resistant,"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~82.0% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",Corning Gorilla Glass (unspecified version),Android 8 (Oreo); ZUI 4,Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core 1.8 GHz Kryo 260,Adreno 509,"microSD, up to 256 GB (uses shared SIM slot)","64/128 GB, 6 GB RAM","12 MP, 1.25µm, f/1.9","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,,LED flash,1080p@30fps,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS",,FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Fast battery charging 18W,"White, Black, Aurora (128/6 GB only)",About 280 EUR,,,,"16 MP, f/1.8, 1.25µm, PDAF 5 MP, f/2.2, depth sensor",,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G6 Plus,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-plus-r1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"LTE band 1(2100), 3(1800), 5(850), 7(2600), 28(700) - Brazil","HSDPA 850 / 900 / 1900 / 2100 - Europe, Brazil, India","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600) - Europe","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, April","Available. Released 2018, May",160 x 75.5 x 8 mm (6.30 x 2.97 x 0.31 in),167 g (5.89 oz),"Front/back glass, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 26(850), 28(700), 38(2600), 40(2300), 41(2500) - India","IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 89.8 cm2 (~74.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~409 ppi density)",Corning Gorilla Glass 3,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,"microSD, up to 256 GB","64/128 GB, 4/6 GB RAM","8 MP, f/2.2","Dual-LED dual-tone flash, panorama","2160p@30fps, 1080p@30/60fps",,LED flash,1080p@30fps,Yes,Yes,Non-removable Li-Ion 3200 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Fast battery charging 15W,"Gold, Deep Indigo, Nimbus",About 190 EUR,Basemark OS II: 1626 / Basemark OS II 2.0: 1525Basemark X: 14357,Voice 82dB / Noise 76dB / Ring 86dB,Endurance rating 70h,"12 MP, f/1.7, dual pixel PDAF 5 MP, f/2.2, depth sensor",moto g(6) plus,"Contrast ratio: 1459:1 (nominal), 3.865 (sunlight)",Photo / Video,Noise -93.6dB / Crosstalk -94.6dB,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G6,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-r1.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),CDMA 800 / 1900 - USA,"HSDPA 850 / 900 / 1900 / 2100 - Europe, Brazil","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600) - Europe","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps","2018, April","Available. Released 2018, April",153.8 x 72.3 x 8.3 mm (6.06 x 2.85 x 0.33 in),167 g (5.89 oz),"Front/back glass (Gorilla Glass 3), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (dedicated slot)","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","8 MP or 16 MP, f/2.2","Dual-LED dual-tone flash, panorama, auto-HDR",1080p@60/30fps,,LED flash,1080p@30fps,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS",Yes (Europe model),FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Fast battery charging 15W,"Deep Indigo, Silver, Blush, Black",About 130 EUR,Basemark OS II: 1249 / Basemark OS II 2.0: 1136Basemark X: 9883,Voice 81dB / Noise 75dB / Ring 83dB,Endurance rating 64h,"12 MP, f/1.8, 1/2.55"", 1.4µm, PDAF 5 MP, f/2.2, depth sensor","moto g(6), XT1925&, 8470","Contrast ratio: 1090:1 (nominal), 3.448 (sunlight)",Photo / Video,Noise -88.5dB / Crosstalk -88.8dB,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto X4,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-x4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),IP68 dust/water proof (up to 1.5m for 30 mins),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500)","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat13 600/150 Mbps","2017, August","Available. Released 2017, October",148.4 x 73.4 x 8 mm (5.84 x 2.89 x 0.31 in),163 g (5.75 oz),"Front/back glass, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Active noise cancellation with dedicated mic,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,"Android 7.1 (Nougat), upgradable to Android 9.0 (Pie); Android One",Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 508,"microSD, up to 256 GB","64 GB, 4/6 GB RAM or 32 GB, 3 GB RAM","16 MP, f/2.0, 1/3.1"", 1.0µm","Dual-LED dual-tone flash, panorama","2160p@30fps, 1080p@30/60fps,",,LED flash,1080p@30fps,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR, aptX (5.0 after SW update)","Yes, with A-GPS, GLONASS, GALILEO",Yes,"FM radio, RDS, recording","Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Fast battery charging 15W,"Super Black, Sterling Blue",About 200 EUR,Basemark OS II: 1743 / Basemark OS II 2.0: 1532Basemark X: 14479,Voice 67dB / Noise 71dB / Ring 80dB,Endurance rating 64h,"12 MP, f/2.0, 1/2.55"", 1.4µm, dual pixel PDAF 8 MP, f/2.2, 13mm (ultrawide), 1.12µm, no AF","moto x4, XT1900-1, XT1900-2, XT1900-3, XT1900-4, XT1900-5, XT1900-6, XT1900-7","Contrast ratio: 1451:1 (nominal), 3.012 (sunlight)",Photo / Video,Noise -91.5dB / Crosstalk -90.9dB,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto X5,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-x5-r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),IP68 dust/water proof (up to 1.5m for 30 mins),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500)","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat13 600/150 Mbps",Not announced yet,Cancelled,-,-,"Front/back glass, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Active noise cancellation with dedicated mic,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 89.8 cm2","1080 x 2160 pixels, 18:9 ratio (~409 ppi density)",Corning Gorilla Glass 3,Android 8.0 (Oreo); Android One,,Octa-core,,"microSD, up to 256 GB","32/64 GB, 4 GB RAM",,"Dual-LED dual-tone flash, panorama","2160p@30fps, 1080p@30/60fps",,,1080p@30fps,Yes,Yes,Non-removable Li-Ion 3300 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR, aptX","Yes, with A-GPS, GLONASS, GALILEO",Yes,"FM radio, RDS, recording","Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Fast battery charging 15W,"Black, Blue",,,,,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF 8 MP, f/1.8, 1/3.2"", 1.12µm",,,,,16 MP 8 MP,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G5S Plus,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Splash resistant,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 26(850), 28(700), 38(2600), 40(2300), 41(2500)","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","2017, August","Available. Released 2017, August",153.5 x 76.2 x 8 mm (6.04 x 3.00 x 0.31 in),168 g (5.93 oz),"Front glass, aluminum body","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Active noise cancellation with dedicated mic,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,"Android 7.1 (Nougat), upgradable to Android 8.1 (Oreo)",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (uses shared SIM slot)","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.0, AF 13 MP, depth sensor","Dual-LED dual-tone flash, panorama","2160p@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)","8 MP, f/2.0",LED flash,"1080p@30fps, 480p@120fps",Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR, aptX","Yes, with A-GPS, GLONASS",Yes (market dependent),FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity",Fast battery charging 15W,"Lunar Gray, Fine Gold",About 160 EUR,Basemark OS II: 1380 / Basemark OS II 2.0: 389Basemark X: 10466,Voice 91dB / Noise 74dB / Ring 86dB,Endurance rating 81h,,"Moto G (5S) Plus, XT1803, XT1805, XT1806, XT1804","Contrast ratio: 1354:1 (nominal), 2.736 (sunlight)",Photo / Video,Noise -34.8dB / Crosstalk -93.4dB,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto G5S,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-g5s-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Splash resistant,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 19(800), 20(800), 28(700), 38(2600), 40(2300)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, August","Available. Released 2017, August",150 x 73.5 x 9.5 mm (5.91 x 2.89 x 0.37 in),157 g (5.54 oz),"Front glass, aluminum body","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Active noise cancellation with dedicated mic,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,"Android 7.1 (Nougat), upgradable to Android 8.1 (Oreo)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"microSD, up to 256 GB (uses shared SIM slot)","32 GB, 3 GB RAM or 4 GB RAM (XT1795 only)","16 MP, f/2.0, PDAF","LED flash, Auto-HDR, panorama",1080p@30fps,"5 MP, f/2.0",LED flash,,Yes,Yes,Non-removable Li-Ion 3000 mAh battery,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR, aptX","Yes, with A-GPS, GLONASS",,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Fast battery charging 15W,"Lunar Gray, Fine Gold, Midnight Blue",About 150 EUR,,,,,"Moto G (5S), XT1793, XT1794, XT1792, XT1799-2",,Photo / Video,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto Z2 Force,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z2-force-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Splash resistant,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500), 46","HSPA, LTE","2017, July","Available. Released 2017, August",155.8 x 76 x 6.1 mm (6.13 x 2.99 x 0.24 in),143 g (5.04 oz),"Plastic front, aluminum body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Active noise cancellation with dedicated mic,"P-OLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Shatterproof,"Android 7.1.1 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,"microSD, up to 1 TB (dedicated slot)","64/128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF/Laser AF 12 MP B/W, f/2.0, 1/2.9"", 1.25µm, PDAF/Laser AF","Dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 720p@240fps","5 MP, f/2.2",Dual-LED dual-tone flash,,Yes,No,Non-removable Li-Ion 2730 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE (5.0 after SW update), aptX","Yes, with A-GPS",Yes,No,"Type-C 1.0 reversible connector, USB On-The-Go; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Fast battery charging 15W,"Super Black, Fine Gold, Lunar Grey",About 320 EUR,Basemark OS II: 4363 / Basemark OS II 2.0: 3609Basemark X: 38615,Voice 68dB / Noise 70dB / Ring 86dB,Endurance rating 69h,,,,Photo / Video,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto E4 Plus,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Active noise cancellation with dedicated mic Dolby Atmos microphones,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 8(900), 20(800), 38(2600), 40(2300)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, June",155 x 77.5 x 9.6 mm (6.10 x 3.05 x 0.38 in),198 g (6.98 oz),"Front glass, aluminum body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Ion 5000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Corning Gorilla Glass 3, oleophobic coating",Android 7.1.1 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,"microSD, up to 128 GB (dedicated slot)","16/32 GB, 3 GB RAM","13 MP, f/2.0, 1.12µm, AF","LED flash, panorama, HDR",720p@30fps,"5 MP, f/2.2, 1/4"", 1.4µm",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",Yes (optional),FM radio,microUSB 2.0,"Fingerprint (front-mounted, region dependent), accelerometer, proximity",Fast battery charging 15W,"Iron Gray, Fine Gold, Oxford Blue",About 110 EUR,,,,,"Moto E (4) Plus, XT176x, XT1773, XT1770",,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto E4 Plus (USA),https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-plus-usa.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"LTE band 1(2100), 2(1900), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 25(1900), 26(850), 38(2600), 41(2500), 66(1700/2100)","HSPA, LTE","2017, June","Available. Released 2017, June",155 x 77.5 x 9.6 mm (6.10 x 3.05 x 0.38 in),181 g (6.38 oz),,Nano-SIM,Active noise cancellation with dedicated mic,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Corning Gorilla Glass 3, oleophobic coating",Android 7.1 (Nougat),Qualcomm MSM8920 Snapdragon 427 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 128 GB","16/32 GB, 2 GB RAM","13 MP, f/2.0, 1.12µm, AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.2, 1/4"", 1.4µm",LED flash,,Yes,Yes,Non-removable Li-Ion 5000 mAh battery,"Wi-Fi 802.11 a/b/g/n, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity, compass",Fast battery charging 15W,"Iron Gray, Fine Gold",About 180 USD,,,,,XT1760,,,,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola Moto E4,https://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Active noise cancellation with dedicated mic,HSDPA 850 / 900 / 1900 / 2100,"LTE band 1(2100), 3(1800), 4(1700/2100), 5(850), 8(900), 20(800), 38(2600), 40(2300)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, June","Available. Released 2017, June",144.7 x 72.3 x 9.3 mm (5.70 x 2.85 x 0.37 in),151 g (5.33 oz),Aluminum body,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Removable Li-Ion 2800 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Corning Gorilla Glass 3, oleophobic coating",Android 7.1.1 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,"microSD, up to 128 GB","16 GB, 2 GB RAM","8 MP, f/2.2, 1.12µm, AF","LED flash, panorama, HDR",720p@30fps,"5 MP, f/2.2, 1/4"", 1.4µm",LED flash,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",Yes (optional),FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted, region dependent), accelerometer, proximity",Fast battery charging 10W,"Iron Grey, Blush Gold, Oxford Blue",About 150 EUR,,,,,"Moto E (4), XT1766, XT1763",,,,,,,,,,,,,,,,,,,,,,,,
